device_id,source_ip,time_window,bytes_sent,bytes_received,avg_bytes_sent,avg_bytes_received,packet_count,avg_connection_duration,total_duration,unique_dst_ips,unique_dst_ports,connection_count,protocol_diversity,failed_connection_ratio,external_ip_ratio,label,is_malicious
169.254.15.115_w0,169.254.15.115,0,1608.0,0.0,402.0,0.0,10,3.50299,14.01196,1,1,4,1,1.0,1.0,Benign,0
169.254.15.115_w1,169.254.15.115,1,2400.0,0.0,600.0,0.0,11,3.5289124999999997,14.115649999999999,1,1,4,1,1.0,1.0,Benign,0
169.254.15.115_w2,169.254.15.115,2,1608.0,0.0,536.0,0.0,9,4.668079666666666,14.004239,1,1,3,1,1.0,1.0,Benign,0
169.254.15.115_w4,169.254.15.115,4,1608.0,0.0,536.0,0.0,9,4.673314333333333,14.019943,1,1,3,1,1.0,1.0,Benign,0
169.254.15.115_w6,169.254.15.115,6,1983.0,0.0,247.875,0.0,18,2.48807875,19.90463,1,1,8,1,1.0,1.0,Benign,0
169.254.15.115_w7,169.254.15.115,7,2545.0,0.0,318.125,0.0,21,4.315419374999999,34.523354999999995,1,1,8,1,1.0,1.0,Benign,0
169.254.15.115_w8,169.254.15.115,8,1608.0,0.0,402.0,0.0,10,3.5025415,14.010166,1,1,4,1,1.0,1.0,Benign,0
169.254.15.115_w9,169.254.15.115,9,2020.0,0.0,673.3333333333334,0.0,10,4.704241666666667,14.112725000000001,1,1,3,1,1.0,1.0,Benign,0
169.254.15.115_w10,169.254.15.115,10,2808.0,0.0,280.8,0.0,30,4.6971988,46.971987999999996,1,1,10,1,1.0,1.0,Benign,0
192.168.1.132_w1636,192.168.1.132,1636,48328.0,23091.0,9665.6,4618.2,3365,15877.069263000003,79385.34631500002,4,3,5,2,0.4,1.0,Benign,0
192.168.1.132_w1637,192.168.1.132,1637,60596.0,862.0,6059.6,86.2,208,163.3911799,1633.911799,7,4,10,2,0.1,0.8571428571428571,Benign,0
192.168.1.132_w1638,192.168.1.132,1638,92794.0,4127.0,4418.761904761905,196.52380952380952,316,111.89629261904763,2349.822145,10,5,21,2,0.19047619047619047,0.9,Benign,0
192.168.1.132_w1639,192.168.1.132,1639,37940.0,800.0,4215.555555555556,88.88888888888889,135,114.84828044444443,1033.6345239999998,8,4,9,2,0.1111111111111111,0.875,Benign,0
192.168.1.132_w1640,192.168.1.132,1640,79366.0,3887.0,5291.066666666667,259.1333333333333,271,134.72023233333334,2020.8034850000001,7,5,15,2,0.2,0.8571428571428571,Benign,0
192.168.1.132_w1641,192.168.1.132,1641,2556800.0,738.0,284088.8888888889,82.0,8156,7827.176665222222,70444.589987,6,4,9,2,0.2222222222222222,0.8333333333333334,Benign,0
192.168.1.132_w1642,192.168.1.132,1642,4102.0,3969.0,293.0,283.5,31,0.06688807142857142,0.936433,8,4,14,2,0.0,0.875,Benign,0
192.168.1.132_w1643,192.168.1.132,1643,260.0,786.0,32.5,98.25,15,0.07654775,0.612382,7,3,8,2,0.0,0.8571428571428571,Benign,0
192.168.1.132_w1644,192.168.1.132,1644,5738.0,4270.0,358.625,266.875,40,0.09861400000000001,1.5778240000000001,9,4,16,2,0.0,0.8888888888888888,Benign,0
192.168.1.132_w1645,192.168.1.132,1645,212.0,738.0,30.285714285714285,105.42857142857143,15,0.056143000000000005,0.39300100000000004,5,3,7,2,0.0,0.8,Benign,0
192.168.1.132_w1646,192.168.1.132,1646,4054.0,3935.0,311.84615384615387,302.6923076923077,31,0.06870723076923077,0.893194,8,4,13,2,0.0,0.875,Benign,0
192.168.1.132_w1647,192.168.1.132,1647,212.0,738.0,30.285714285714285,105.42857142857143,14,0.09373,0.65611,6,3,7,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1648,192.168.1.132,1648,4054.0,3921.0,311.84615384615387,301.61538461538464,30,0.07941453846153847,1.032389,8,4,13,2,0.0,0.875,Benign,0
192.168.1.132_w1649,192.168.1.132,1649,260.0,786.0,32.5,98.25,15,0.08295037499999999,0.6636029999999999,6,3,8,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1650,192.168.1.132,1650,3910.0,3777.0,391.0,377.7,28,0.0734836,0.7348359999999999,5,3,10,2,0.0,0.8,Benign,0
192.168.1.132_w1651,192.168.1.132,1651,260.0,786.0,32.5,98.25,15,0.085418375,0.683347,6,3,8,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1652,192.168.1.132,1652,4210.0,4091.0,382.72727272727275,371.90909090909093,29,0.043564818181818184,0.479213,4,4,11,2,0.0,0.75,Benign,0
192.168.1.132_w1653,192.168.1.132,1653,164.0,718.0,27.333333333333332,119.66666666666667,13,0.038516,0.231096,5,3,6,2,0.0,0.8,Benign,0
192.168.1.132_w1654,192.168.1.132,1654,4006.0,3887.0,333.8333333333333,323.9166666666667,30,0.09234166666666666,1.1080999999999999,7,4,12,2,0.0,0.8571428571428571,Benign,0
192.168.1.132_w1655,192.168.1.132,1655,68.0,608.0,17.0,152.0,11,0.064276,0.257104,2,2,4,2,0.0,0.5,Benign,0
192.168.1.132_w1656,192.168.1.132,1656,4102.0,3983.0,293.0,284.5,32,0.08766092857142857,1.227253,8,4,14,2,0.0,0.875,Benign,0
192.168.1.132_w1657,192.168.1.132,1657,68.0,594.0,17.0,148.5,11,0.049031750000000006,0.19612700000000002,3,2,4,2,0.0,0.6666666666666666,Benign,0
192.168.1.132_w1658,192.168.1.132,1658,4054.0,3921.0,311.84615384615387,301.61538461538464,30,0.06668984615384616,0.8669680000000001,7,4,13,2,0.0,0.8571428571428571,Benign,0
192.168.1.132_w1659,192.168.1.132,1659,116.0,626.0,23.2,125.2,12,0.109141,0.545705,4,3,5,2,0.0,0.75,Benign,0
192.168.1.132_w1660,192.168.1.132,1660,5642.0,4174.0,403.0,298.14285714285717,39,0.07226057142857144,1.011648,8,4,14,2,0.0,0.875,Benign,0
192.168.1.132_w1661,192.168.1.132,1661,164.0,704.0,27.333333333333332,117.33333333333333,14,0.08465516666666667,0.507931,4,3,6,2,0.0,0.75,Benign,0
192.168.1.132_w1662,192.168.1.132,1662,13946.0,4039.0,1162.1666666666667,336.5833333333333,41,0.057900749999999994,0.6948089999999999,5,3,12,2,0.0,0.8,Benign,0
192.168.1.132_w1663,192.168.1.132,1663,260.0,800.0,32.5,100.0,14,0.090944875,0.727559,6,3,8,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1664,192.168.1.132,1664,3910.0,3777.0,391.0,377.7,27,0.0522687,0.522687,5,3,10,2,0.0,0.8,Benign,0
192.168.1.132_w1665,192.168.1.132,1665,212.0,738.0,30.285714285714285,105.42857142857143,13,0.06267157142857142,0.438701,6,3,7,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1666,192.168.1.132,1666,3958.0,3825.0,359.8181818181818,347.72727272727275,30,0.06143918181818182,0.6758310000000001,6,4,11,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1667,192.168.1.132,1667,68.0,578.0,17.0,144.5,11,0.04671875,0.186875,3,2,4,2,0.0,0.6666666666666666,Benign,0
192.168.1.132_w1668,192.168.1.132,1668,4102.0,3953.0,293.0,282.35714285714283,32,0.06778007142857143,0.9489209999999999,9,4,14,2,0.0,0.8888888888888888,Benign,0
192.168.1.132_w1669,192.168.1.132,1669,68.0,594.0,17.0,148.5,12,0.04778375,0.191135,3,2,4,2,0.0,0.6666666666666666,Benign,0
192.168.1.132_w1670,192.168.1.132,1670,4102.0,3969.0,293.0,283.5,32,0.07167007142857143,1.003381,9,4,14,2,0.0,0.8888888888888888,Benign,0
192.168.1.132_w1671,192.168.1.132,1671,68.0,576.0,17.0,144.0,11,0.062404749999999995,0.24961899999999998,2,2,4,2,0.0,0.5,Benign,0
192.168.1.132_w1672,192.168.1.132,1672,4006.0,3855.0,333.8333333333333,321.25,30,0.06015100000000001,0.7218120000000001,6,4,12,2,0.0,0.8333333333333334,Benign,0
192.168.1.132_w1673,192.168.1.132,1673,164.0,690.0,23.428571428571427,98.57142857142857,13,0.07470842857142858,0.5229590000000001,4,3,7,2,0.14285714285714285,0.75,Benign,0
192.168.1.132_w1674,192.168.1.132,1674,3910.0,3777.0,391.0,377.7,29,0.0394237,0.394237,4,3,10,2,0.0,0.75,Benign,0
192.168.1.132_w1675,192.168.1.132,1675,260.0,786.0,32.5,98.25,14,0.08791475,0.703318,7,3,8,2,0.0,0.8571428571428571,Benign,0
192.168.1.132_w1676,192.168.1.132,1676,15461.0,14249.0,618.44,569.96,71,0.05840508,1.460127,8,4,25,2,0.0,0.875,Benign,0
192.168.1.132_w1677,192.168.1.132,1677,212.0,766.0,30.285714285714285,109.42857142857143,14,0.053287714285714285,0.373014,5,3,7,2,0.0,0.8,Benign,0
192.168.1.132_w1678,192.168.1.132,1678,3956.0,3839.0,359.6363636363636,349.0,29,0.08803763636363637,0.9684140000000001,5,4,11,2,0.0,0.8,Benign,0
192.168.1.132_w1679,192.168.1.132,1679,13638.0,1966.0,757.6666666666666,109.22222222222223,48,7.066317777777777,127.19371999999998,6,4,18,2,0.05555555555555555,0.8333333333333334,Benign,0
192.168.1.132_w1680,192.168.1.132,1680,130.0,393.0,32.5,98.25,7,0.11624725,0.464989,4,3,4,2,0.0,0.75,Benign,0
192.168.1.195_w4378,192.168.1.195,4378,17772.0,1134362.0,76.27467811158799,4868.50643776824,1992,211.49918060085835,49279.30908,7,3,233,2,0.7467811158798283,1.0,Malicious,1
192.168.1.195_w4379,192.168.1.195,4379,13811.0,262601.0,28.772916666666667,547.0854166666667,2073,1.7877097458333333,858.100678,7,3,480,2,0.6125,1.0,Malicious,1
192.168.1.195_w4380,192.168.1.195,4380,12731.0,38120.0,26.249484536082473,78.5979381443299,1869,1.6694072164948455,809.6625,7,2,485,2,0.6412371134020619,1.0,Malicious,1
192.168.1.195_w4381,192.168.1.195,4381,5284.0,13922.0,12.119266055045872,31.931192660550458,1137,1.4753776055045869,643.2646359999999,7,2,436,2,0.823394495412844,1.0,Malicious,1
192.168.1.195_w4382,192.168.1.195,4382,13829.0,18045.0,22.197431781701443,28.964686998394864,1445,2.0317061011235955,1265.752901,33,3,623,2,0.8154093097913323,0.9696969696969697,Malicious,1
192.168.1.195_w4383,192.168.1.195,4383,7394.0,19535.0,16.039045553145336,42.37527114967462,1316,1.5109574164859,696.5513689999999,7,2,461,2,0.7657266811279827,1.0,Malicious,1
192.168.1.195_w4384,192.168.1.195,4384,15761.0,46526.0,30.60388349514563,90.34174757281554,2124,1.700629203883495,875.8240399999999,7,2,515,2,0.596116504854369,1.0,Malicious,1
192.168.1.195_w4385,192.168.1.195,4385,14435.0,37638.0,26.534926470588236,69.1875,1903,1.681439068014706,914.702853,25,3,544,2,0.6764705882352942,0.96,Malicious,1
192.168.1.195_w4386,192.168.1.195,4386,13273.0,37815.0,33.60253164556962,95.73417721518987,1630,1.5818754177215189,624.84079,7,2,395,2,0.5620253164556962,1.0,Malicious,1
192.168.1.195_w4387,192.168.1.195,4387,1824.0,1824.0,36.48,36.48,55,0.21275957999999995,10.637978999999998,6,1,50,1,0.34,1.0,Benign,0
192.168.1.195_w4388,192.168.1.195,4388,1248.0,1248.0,27.130434782608695,27.130434782608695,46,0.01453804347826087,0.6687500000000001,6,1,46,1,0.43478260869565216,1.0,Benign,0
192.168.1.195_w4389,192.168.1.195,4389,1344.0,1344.0,30.545454545454547,30.545454545454547,44,0.021491204545454546,0.945613,6,1,44,1,0.36363636363636365,1.0,Benign,0
192.168.1.195_w4390,192.168.1.195,4390,1296.0,1296.0,7.902439024390244,7.902439024390244,38103,0.22447776219512194,36.814353,7,2,164,2,0.8353658536585366,1.0,Malicious,1
192.168.1.195_w4391,192.168.1.195,4391,1392.0,1392.0,33.142857142857146,33.142857142857146,42,0.01836654761904762,0.771395,6,1,42,1,0.30952380952380953,1.0,Benign,0
192.168.1.195_w4392,192.168.1.195,4392,1920.0,1872.0,48.0,46.8,50,0.524072225,20.962888999999997,6,1,40,1,0.25,1.0,Benign,0
192.168.1.195_w4393,192.168.1.195,4393,1296.0,1296.0,34.10526315789474,34.10526315789474,38,0.022121473684210524,0.8406159999999999,6,1,38,1,0.2894736842105263,1.0,Benign,0
192.168.1.195_w4394,192.168.1.195,4394,1248.0,1248.0,34.666666666666664,34.666666666666664,36,0.019269777777777778,0.693712,6,1,36,1,0.2777777777777778,1.0,Benign,0
192.168.1.195_w4395,192.168.1.195,4395,1392.0,1392.0,38.666666666666664,38.666666666666664,36,0.02157463888888889,0.776687,6,1,36,1,0.19444444444444445,1.0,Benign,0
192.168.1.195_w4396,192.168.1.195,4396,1536.0,1536.0,40.421052631578945,40.421052631578945,43,0.28359965789473685,10.776787,6,1,38,1,0.2894736842105263,1.0,Benign,0
192.168.1.195_w4397,192.168.1.195,4397,1248.0,1248.0,29.714285714285715,29.714285714285715,42,0.01213859523809524,0.5098210000000001,6,1,42,1,0.38095238095238093,1.0,Benign,0
192.168.1.195_w4398,192.168.1.195,4398,1584.0,1584.0,42.810810810810814,42.810810810810814,42,0.29811645945945936,11.030308999999995,6,1,37,1,0.24324324324324326,1.0,Benign,0
192.168.1.195_w4399,192.168.1.195,4399,1296.0,1296.0,31.609756097560975,31.609756097560975,41,0.012689512195121952,0.52027,6,1,41,1,0.34146341463414637,1.0,Benign,0
192.168.1.195_w4400,192.168.1.195,4400,1104.0,1104.0,28.307692307692307,28.307692307692307,39,0.029232743589743596,1.1400770000000002,6,1,39,1,0.41025641025641024,1.0,Benign,0
192.168.1.195_w4401,192.168.1.195,4401,1689.0,1644.0,39.27906976744186,38.23255813953488,43,0.03089804651162791,1.328616,7,2,43,1,0.32558139534883723,0.8571428571428571,Benign,0
192.168.1.195_w4402,192.168.1.195,4402,1536.0,1440.0,42.666666666666664,40.0,41,0.30581555555555556,11.009360000000001,6,1,36,1,0.25,1.0,Benign,0
192.168.1.195_w4403,192.168.1.195,4403,1296.0,1296.0,34.10526315789474,34.10526315789474,38,0.00972913157894737,0.36970700000000006,6,1,38,1,0.2894736842105263,1.0,Benign,0
192.168.1.195_w4404,192.168.1.195,4404,1488.0,1488.0,39.1578947368421,39.1578947368421,43,0.27560297368421055,10.472913,6,1,38,1,0.3157894736842105,1.0,Benign,0
192.168.1.195_w4405,192.168.1.195,4405,3196.0,17690.0,99.875,552.8125,279,263.4945821875,8431.82663,7,2,32,2,0.71875,1.0,Benign,0
192.168.1.195_w4406,192.168.1.195,4406,288.0,288.0,19.2,19.2,20,0.6655521333333334,9.983282,6,1,15,1,0.9333333333333333,1.0,Benign,0
192.168.1.195_w4407,192.168.1.195,4407,2946002.0,4065.0,23196.866141732284,32.00787401574803,3237,5.367783984251968,681.7085659999999,8,4,127,2,0.8740157480314961,1.0,Malicious,1
192.168.1.195_w4408,192.168.1.195,4408,3100.0,13423.0,13.304721030042918,57.60944206008584,20115,8.37362175965665,1951.0538699999997,8,3,233,2,0.7854077253218884,1.0,Malicious,1
192.168.1.195_w4409,192.168.1.195,4409,5846.0,19994.0,18.5,63.27215189873418,1072,9.655051452531646,3050.996259,12,3,316,2,0.7658227848101266,0.9166666666666666,Malicious,1
192.168.1.195_w4410,192.168.1.195,4410,6342.0,15151.0,26.206611570247933,62.607438016528924,752,15.731342202479341,3806.9848130000005,18,3,242,2,0.8140495867768595,0.9444444444444444,Malicious,1
192.168.1.195_w4411,192.168.1.195,4411,1316.0,6523.0,9.605839416058394,47.613138686131386,388,25.340497379562038,3471.648140999999,7,2,137,2,0.927007299270073,1.0,Malicious,1
192.168.1.195_w4412,192.168.1.195,4412,4241.0,12264.0,28.273333333333333,81.76,556,91.68280150666668,13752.420226000002,7,2,150,2,0.9533333333333334,1.0,Malicious,1
192.168.1.195_w4413,192.168.1.195,4413,1886.0,7034.0,0.1302216391631568,0.4856728578333218,584,0.08066616805910377,1168.288112,8,3,14483,2,0.013533107781536975,1.0,Malicious,1
192.168.1.195_w4414,192.168.1.195,4414,2356.0,10195.0,15.91891891891892,68.88513513513513,527,9.869770878378379,1460.72609,7,2,148,2,0.7432432432432432,1.0,Malicious,1
192.168.1.195_w4415,192.168.1.195,4415,2590.0,11050.0,17.98611111111111,76.73611111111111,520,10.560323993055555,1520.686655,7,2,144,2,0.7083333333333334,1.0,Malicious,1
192.168.1.195_w4416,192.168.1.195,4416,2368.0,8838.0,18.64566929133858,69.59055118110236,455,9.894735173228348,1256.6313670000002,7,2,127,2,0.7244094488188977,1.0,Malicious,1
192.168.1.195_w4417,192.168.1.195,4417,75548000.0,4670.0,763111.1111111111,47.17171717171717,18737,7.0199787676767675,694.977898,8,3,99,2,0.8080808080808081,1.0,Malicious,1
192.168.1.195_w4418,192.168.1.195,4418,2540.0,9551.0,8.037974683544304,30.224683544303797,41141,4.530751351265822,1431.7174269999998,8,3,316,2,0.879746835443038,1.0,Malicious,1
192.168.1.195_w4419,192.168.1.195,4419,6269.0,19227.0,18.713432835820896,57.39402985074627,1091,41.536656250746276,13914.779844000002,7,2,335,2,0.8597014925373134,1.0,Malicious,1
192.168.1.195_w4420,192.168.1.195,4420,2596.0,10435.0,17.192052980132452,69.10596026490066,514,9.539670185430463,1440.490198,7,2,151,2,0.7152317880794702,1.0,Malicious,1
192.168.1.195_w4421,192.168.1.195,4421,2540.0,9503.0,15.301204819277109,57.24698795180723,553,8.366517855421687,1388.841964,7,2,166,2,0.7710843373493976,1.0,Malicious,1
192.168.1.195_w4422,192.168.1.195,4422,1612.0,6967.0,7.294117647058823,31.524886877828056,590,5.320709923076923,1175.876893,7,2,221,2,0.8823529411764706,1.0,Malicious,1
192.168.1.195_w4423,192.168.1.195,4423,1488.0,6438.0,6.497816593886463,28.11353711790393,598,4.911663991266375,1124.7710539999998,7,2,229,2,0.8951965065502183,1.0,Malicious,1
192.168.1.195_w4424,192.168.1.195,4424,1736.0,7505.0,8.427184466019417,36.432038834951456,579,5.956014407766991,1226.9389680000002,7,2,206,2,0.8640776699029126,1.0,Malicious,1
192.168.1.195_w4425,192.168.1.195,4425,2501.0,9467.0,13.741758241758241,52.01648351648352,548,7.44817739010989,1355.568285,8,3,182,2,0.8021978021978022,0.875,Malicious,1
192.168.1.195_w4426,192.168.1.195,4426,799.0,3053.0,12.292307692307693,46.96923076923077,186,6.850552984615385,445.28594400000003,8,3,65,2,0.8153846153846154,0.875,Malicious,1
192.168.1.197_w5335,192.168.1.197,5335,11439.0,428025.0,46.689795918367345,1747.0408163265306,1174,1.0084694163265304,247.07500699999997,12,5,245,2,0.23673469387755103,0.9166666666666666,Benign,0
192.168.1.197_w5336,192.168.1.197,5336,31252.0,81461.0,31.189620758483034,81.29840319361277,3103,0.905990375249501,907.802356,8,3,1002,2,0.3343313373253493,0.875,Benign,0
192.168.1.197_w5337,192.168.1.197,5337,31747.0,88183.0,31.432673267326734,87.30990099009901,3117,0.8861612108910891,895.022823,10,4,1010,2,0.3336633663366337,0.9,Benign,0
192.168.1.197_w5338,192.168.1.197,5338,27957.0,72394.0,29.70988310308183,76.93304994686504,2799,0.9138041222104144,859.889679,8,3,941,2,0.3538788522848034,0.875,Benign,0
192.168.1.197_w5339,192.168.1.197,5339,14002.0,40988.0,32.41203703703704,94.87962962962963,1326,0.9186029930555556,396.836493,10,4,432,2,0.3333333333333333,0.9,Benign,0
192.168.1.197_w5340,192.168.1.197,5340,816.0,816.0,20.4,20.4,45,0.251287475,10.051499,6,1,40,1,0.7,1.0,Benign,0
192.168.1.197_w5341,192.168.1.197,5341,1198.0,7339.0,29.21951219512195,179.0,64,0.12850421951219512,5.268673,9,3,41,2,0.6097560975609756,0.8888888888888888,Benign,0
192.168.1.197_w5342,192.168.1.197,5342,1344.0,1344.0,39.529411764705884,39.529411764705884,40,1.9756070588235293,67.17063999999999,6,1,34,1,0.35294117647058826,1.0,Benign,0
192.168.1.197_w5343,192.168.1.197,5343,3282.0,9223.0,41.54430379746835,116.74683544303798,107,0.17393906329113926,13.741186,9,4,79,2,0.3670886075949367,0.8888888888888888,Benign,0
192.168.1.197_w5344,192.168.1.197,5344,2016.0,2016.0,26.88,26.88,75,0.0028521199999999997,0.213909,6,1,75,1,0.44,1.0,Benign,0
192.168.1.197_w5345,192.168.1.197,5345,3038.0,8923.0,42.7887323943662,125.67605633802818,108,0.45477985915492963,32.289370000000005,9,3,71,2,0.4225352112676056,0.8888888888888888,Benign,0
192.168.1.197_w5346,192.168.1.197,5346,144.0,144.0,3.130434782608696,3.130434782608696,46,0.0019389130434782607,0.08918999999999999,6,1,46,1,0.9347826086956522,1.0,Benign,0
192.168.1.197_w5347,192.168.1.197,5347,5960.0,2917.0,32.568306010928964,15.939890710382514,250,2.289403901639344,418.96091399999995,32,2,183,1,0.8142076502732241,0.96875,Benign,0
192.168.1.197_w5348,192.168.1.197,5348,5439.0,4524.0,33.78260869565217,28.099378881987576,219,3.1190589006211176,502.1684829999999,32,2,161,1,0.7391304347826086,0.96875,Benign,0
192.168.1.197_w5349,192.168.1.197,5349,1430.0,7339.0,57.2,293.56,61,1.1825849200000003,29.564623000000005,9,3,25,2,0.56,0.8888888888888888,Benign,0
192.168.1.197_w5350,192.168.1.197,5350,48.0,48.0,4.363636363636363,4.363636363636363,11,0.0003857272727272728,0.004243,6,1,11,1,0.9090909090909091,1.0,Benign,0
192.168.1.197_w5351,192.168.1.197,5351,902.0,7051.0,41.0,320.5,47,0.377577909090909,8.306713999999998,9,3,22,2,0.5454545454545454,0.8888888888888888,Benign,0
192.168.1.197_w5352,192.168.1.197,5352,96.0,96.0,32.0,32.0,3,0.003082333333333333,0.009247,3,1,3,1,0.3333333333333333,1.0,Benign,0
192.168.1.199_w5348,192.168.1.199,5348,2759.0,1606746.0,74.56756756756756,43425.56756756757,1480,184.7101664864865,6834.27616,6,3,37,2,0.40540540540540543,1.0,Malicious,1
192.168.1.199_w5349,192.168.1.199,5349,2928.0,2928.0,37.063291139240505,37.063291139240505,79,0.031075556962025314,2.4549689999999997,6,1,79,1,0.22784810126582278,1.0,Benign,0
192.168.1.199_w5350,192.168.1.199,5350,2352.0,2352.0,36.184615384615384,36.184615384615384,65,0.02669012307692308,1.734858,6,1,65,1,0.24615384615384617,1.0,Benign,0
192.168.1.199_w5351,192.168.1.199,5351,720.0,720.0,19.45945945945946,19.45945945945946,37,0.005555486486486487,0.205553,6,1,37,1,0.5945945945945946,1.0,Benign,0
192.168.1.199_w5352,192.168.1.199,5352,1744830554.0,96.0,102637091.41176471,5.647058823529412,1305050,17.694727235294117,300.810363,7,2,17,1,0.8823529411764706,1.0,Benign,0
192.168.2.1_w0,192.168.2.1,0,28756.0,0.0,5751.2,0.0,627,3918.1220875999998,19590.610438,2,2,5,1,1.0,0.5,Benign,0
192.168.2.1_w1,192.168.2.1,1,2247.0,0.0,561.75,0.0,11,3.5289617499999997,14.115846999999999,1,1,4,1,1.0,1.0,Benign,0
192.168.2.1_w2,192.168.2.1,2,1608.0,0.0,536.0,0.0,9,4.668018,14.004054,1,1,3,1,1.0,1.0,Benign,0
192.168.2.1_w4,192.168.2.1,4,1608.0,0.0,536.0,0.0,9,4.673287999999999,14.019863999999998,1,1,3,1,1.0,1.0,Benign,0
192.168.2.1_w6,192.168.2.1,6,1983.0,0.0,247.875,0.0,18,2.4880698750000003,19.904559000000003,1,1,8,1,1.0,1.0,Benign,0
192.168.2.1_w7,192.168.2.1,7,2576.0,0.0,368.0,0.0,21,4.917409999999999,34.42187,1,1,7,1,1.0,1.0,Benign,0
192.168.2.1_w8,192.168.2.1,8,1608.0,0.0,402.0,0.0,10,3.5025380000000004,14.010152000000001,1,1,4,1,1.0,1.0,Benign,0
192.168.2.1_w9,192.168.2.1,9,1891.0,0.0,630.3333333333334,0.0,10,4.704241333333333,14.112724,1,1,3,1,1.0,1.0,Benign,0
192.168.2.1_w10,192.168.2.1,10,2808.0,0.0,280.8,0.0,30,4.6972207,46.972207,1,1,10,1,1.0,1.0,Benign,0
192.168.2.3_w0,192.168.2.3,0,3030901.0,338812936.0,25257.508333333335,2823441.1333333333,132413,89.32725948333334,10719.271138,31,7,120,3,0.19166666666666668,0.967741935483871,Benign,0
192.168.2.3_w1,192.168.2.3,1,64680.0,35642.0,627.9611650485436,346.0388349514563,404,18.80243036893204,1936.650328,19,5,103,3,0.08737864077669903,0.9473684210526315,Benign,0
192.168.2.3_w2,192.168.2.3,2,42464.0,3804639.0,369.25217391304346,33083.81739130435,2021,26.891343904347828,3092.504549,23,5,115,3,0.1391304347826087,0.9565217391304348,Benign,0
192.168.2.3_w3,192.168.2.3,3,835699.0,495527.0,5926.943262411348,3514.375886524823,2851,105.90712892198582,14932.905178,33,7,141,3,0.1702127659574468,0.9696969696969697,Benign,0
192.168.2.3_w4,192.168.2.3,4,36713.0,107729.0,421.98850574712645,1238.2643678160919,391,25.3288727586207,2203.611930000001,22,6,87,3,0.1724137931034483,0.9545454545454546,Benign,0
192.168.2.3_w5,192.168.2.3,5,21987.0,28360.0,297.1216216216216,383.2432432432432,279,26.05871345945946,1928.344796,22,5,74,3,0.17567567567567569,0.9545454545454546,Benign,0
192.168.2.3_w6,192.168.2.3,6,27182.0,43746.0,339.775,546.825,318,28.645070550000003,2291.605644,22,5,80,3,0.1625,0.9545454545454546,Benign,0
192.168.2.3_w7,192.168.2.3,7,15962.0,22826.0,228.02857142857144,326.0857142857143,253,26.957681528571435,1887.0377070000004,18,5,70,3,0.17142857142857143,0.9444444444444444,Benign,0
192.168.2.3_w8,192.168.2.3,8,33465.0,101300.0,413.14814814814815,1250.6172839506173,363,28.20085967901235,2284.269634,23,5,81,3,0.13580246913580246,0.9565217391304348,Benign,0
192.168.2.3_w9,192.168.2.3,9,19744.0,28813.0,253.12820512820514,369.3974358974359,284,27.45974401282051,2141.860033,18,5,78,3,0.1794871794871795,0.9444444444444444,Benign,0
