ts,device_id,orig_bytes,resp_bytes,duration,id.resp_h,id.resp_p,conn_state,label,attack_type
1537523552.479475,192.168.2.3,8176.0,5893.0,144.99944,176.32.98.108,443,RSTR,Benign,
1537523552.851677,192.168.2.3,44.0,82.0,0.012875,192.168.2.1,53,SF,Benign,
1537523552.867811,192.168.2.3,7385.0,5380.0,72.484195,176.32.101.122,443,RSTR,Benign,
1537523553.896372,192.168.2.3,40.0,56.0,0.010121,192.168.2.1,53,SF,Benign,
1537523553.909819,192.168.2.3,19447.0,8767.0,183.995564,52.46.133.19,443,RSTR,Benign,
1537523553.988502,192.168.2.3,47.0,111.0,0.024474,192.168.2.1,53,SF,Benign,
1537523554.108827,192.168.2.3,684.0,72877.0,0.273075,13.32.118.129,443,RSTO,Benign,
1537523554.526469,192.168.2.3,37.0,77.0,0.011901,192.168.2.1,53,SF,Benign,
1537523554.541256,192.168.2.3,176.0,83.0,240.072298,172.217.23.238,80,S3,Benign,
1537523554.795151,192.168.2.3,673.0,336516351.0,245.988358,13.32.118.129,443,S3,Benign,
1537523555.786898,192.168.2.3,46.0,62.0,0.011024,192.168.2.1,53,SF,Benign,
1537523555.80443,192.168.2.3,6965.0,5131.0,69.633449,54.239.31.37,443,RSTR,Benign,
1537523559.805035,192.168.2.3,40.0,56.0,0.000775,192.168.2.1,53,SF,Benign,
1537523559.833908,192.168.2.3,157.0,371.0,0.36552,176.32.98.203,80,SF,Benign,
1537523560.061327,192.168.2.3,32.0,48.0,0.01153,192.168.2.1,53,SF,Benign,
1537523560.199015,192.168.2.3,1418.0,5131.0,72.433771,52.119.196.25,443,RSTR,Benign,
1537523564.395944,192.168.2.3,2241.0,5477.0,2.056099,52.119.196.25,443,SF,Benign,
1537523566.496428,192.168.2.3,4207.0,9458.0,68.396072,52.119.196.25,443,RSTR,Benign,
1537523569.438974,192.168.2.3,38.0,54.0,0.013578,192.168.2.1,53,SF,Benign,
1537523569.438981,192.168.2.3,3624.0,5516.0,2.583787,54.239.27.11,443,SF,Benign,
1537523569.459393,192.168.2.3,2886842.0,2064522.0,6388.007327,52.46.136.77,443,RSTR,Benign,
1537523571.372642,192.168.2.3,8023.0,10166.0,1322.836876,54.239.27.11,443,S1,Benign,
1537523603.668966,192.168.2.3,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537523603.668967,fe80::4eef:c0ff:fe27:561e,0.0,0.0,0.0,ff02::fb,5353,S0,Benign,
1537523628.167727,192.168.2.1,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537523628.167763,fe80::80e6:50ff:fe12:1464,0.0,0.0,0.0,ff02::fb,5353,S0,Benign,
1537523628.167769,169.254.15.115,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537523635.665874,192.168.2.3,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537523635.665875,fe80::4eef:c0ff:fe27:561e,0.0,0.0,0.0,ff02::fb,5353,S0,Benign,
1537523643.959187,192.168.2.3,46.0,62.0,0.013741,192.168.2.1,53,SF,Benign,
1537523643.976296,192.168.2.3,11065.0,4865.0,8.910511,52.46.129.41,443,S3,Benign,
1537523647.161066,192.168.2.3,37.0,53.0,0.044944,192.168.2.1,53,SF,Benign,
1537523647.208848,192.168.2.3,1289.0,6224.0,0.674159,54.239.29.194,443,SF,Benign,
1537523668.206958,0.0.0.0,3000.0,0.0,60.15021,255.255.255.255,67,S0,Benign,
1537523699.677555,192.168.2.3,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537523699.677884,fe80::4eef:c0ff:fe27:561e,0.0,0.0,0.0,ff02::fb,5353,S0,Benign,
1537523791.044133,192.168.2.3,37.0,53.0,0.011258,192.168.2.1,53,SF,Benign,
1537523791.063589,192.168.2.3,3219.0,5271.0,1.161052,205.251.243.55,443,S1,Benign,
1537523796.969349,0.0.0.0,3000.0,0.0,59.349602,255.255.255.255,67,S0,Benign,
1537523850.438898,192.168.2.3,560.0,560.0,0.017713,192.168.2.1,0,OTH,Benign,
1537523850.469459,192.168.2.3,33.0,49.0,0.000619,192.168.2.1,53,SF,Benign,
1537523850.493248,192.168.2.3,0.0,0.0,0.237601,93.184.216.34,80,SF,Benign,
1537523850.61309,192.168.2.3,0.0,0.0,0.247405,93.184.216.34,80,SF,Benign,
1537523850.73872,192.168.2.3,0.0,0.0,0.24323,93.184.216.34,80,SF,Benign,
1537523851.030807,192.168.2.3,43.0,111.0,0.011442,192.168.2.1,53,SF,Benign,
1537523851.049889,192.168.2.3,146.0,775.0,300.343867,52.216.104.139,80,SF,Benign,
1537523851.342532,192.168.2.3,0.0,0.0,0.0,72.21.192.213,123,S0,Benign,
1537523851.355053,192.168.2.3,0.0,0.0,0.0,72.21.192.213,123,S0,Benign,
1537523857.814189,192.168.2.3,0.0,0.0,0.0,52.216.16.8,80,SH,Benign,
1537523861.365403,192.168.2.3,40.0,56.0,0.01062,192.168.2.1,53,SF,Benign,
1537523861.376833,192.168.2.3,40.0,56.0,0.000605,192.168.2.1,53,SF,Benign,
1537523861.410206,192.168.2.3,135.0,238.0,0.23791,52.94.241.86,80,SF,Benign,
1537523861.410214,192.168.2.3,157.0,371.0,0.297082,52.94.241.86,80,SF,Benign,
1537523864.866906,192.168.2.3,0.0,0.0,0.0,52.216.16.8,80,SH,Benign,
1537523878.966502,192.168.2.3,0.0,0.0,0.0,52.216.16.8,80,SH,Benign,
1537523907.163989,192.168.2.3,0.0,0.0,0.0,52.216.16.8,80,SH,Benign,
1537523925.256531,0.0.0.0,3000.0,0.0,59.957043,255.255.255.255,67,S0,Benign,
1537524043.918133,192.168.2.3,31.0,0.0,0.176464,52.119.164.214,443,RSTR,Benign,
1537524043.918142,192.168.2.3,31.0,0.0,0.185046,52.119.164.214,443,RSTR,Benign,
1537524043.923374,192.168.2.3,46.0,62.0,0.011373,192.168.2.1,53,SF,Benign,
1537524043.939827,192.168.2.3,13395.0,4865.0,299.896211,72.21.207.87,443,SF,Benign,
1537524044.626932,192.168.2.3,53.0,0.0,0.114456,52.46.129.41,443,RSTR,Benign,
1537524054.199033,0.0.0.0,3000.0,0.0,59.33021,255.255.255.255,67,S0,Benign,
1537524121.553166,192.168.2.1,804.0,0.0,7.006537,224.0.0.251,5353,S0,Benign,
1537524121.553249,169.254.15.115,804.0,0.0,7.006697,224.0.0.251,5353,S0,Benign,
1537524121.553268,fe80::80e6:50ff:fe12:1464,804.0,0.0,7.006526,ff02::fb,5353,S0,Benign,
1537524150.960407,192.168.2.3,560.0,560.0,0.017387,192.168.2.1,0,OTH,Benign,
1537524150.986322,192.168.2.3,0.0,0.0,0.249356,93.184.216.34,80,SF,Benign,
1537524151.11709,192.168.2.3,0.0,0.0,0.240893,93.184.216.34,80,SF,Benign,
1537524151.247629,192.168.2.3,0.0,0.0,0.253883,93.184.216.34,80,SF,Benign,
1537524151.394259,192.168.2.3,43.0,111.0,0.02249,192.168.2.1,53,SF,Benign,
1537524151.451438,192.168.2.3,146.0,775.0,300.428794,52.216.227.176,80,SF,Benign,
1537524151.695632,192.168.2.3,36.0,68.0,0.011272,192.168.2.1,53,SF,Benign,
1537524151.701132,192.168.2.3,36.0,68.0,0.005843,192.168.2.1,53,SF,Benign,
1537524151.709761,192.168.2.3,48.0,48.0,0.192012,207.171.178.6,123,SF,Benign,
1537524151.714813,192.168.2.3,48.0,48.0,0.194384,207.171.178.6,123,SF,Benign,
1537524157.004042,192.168.2.3,0.0,0.0,0.0,52.216.104.139,80,SH,Benign,
1537524162.62354,192.168.2.3,0.0,0.0,0.0,52.216.104.139,80,SH,Benign,
1537524173.845932,192.168.2.3,0.0,0.0,0.0,52.216.104.139,80,SH,Benign,
1537524181.979394,0.0.0.0,3000.0,0.0,59.780831,255.255.255.255,67,S0,Benign,
1537524196.284443,192.168.2.3,0.0,0.0,0.0,52.216.104.139,80,SH,Benign,
1537524241.24406,192.168.2.3,0.0,0.0,0.0,52.216.104.139,80,SH,Benign,
1537524274.28281,192.168.2.3,41.0,57.0,0.010912,192.168.2.1,53,SF,Benign,
1537524274.316767,192.168.2.3,1094.0,5864.0,8.929202,52.119.162.179,443,S3,Benign,
1537524310.697963,0.0.0.0,3000.0,0.0,58.676946,255.255.255.255,67,S0,Benign,
1537524343.837576,192.168.2.3,46.0,62.0,0.010136,192.168.2.1,53,SF,Benign,
1537524343.867152,192.168.2.3,16824.0,4865.0,59.252172,52.94.228.52,443,RSTR,Benign,
1537524437.72307,0.0.0.0,3000.0,0.0,60.359848,255.255.255.255,67,S0,Benign,
1537524451.46564,192.168.2.3,560.0,560.0,0.035211,192.168.2.1,0,OTH,Benign,
1537524451.509013,192.168.2.3,0.0,0.0,0.238593,93.184.216.34,80,SF,Benign,
1537524451.629006,192.168.2.3,0.0,0.0,0.240306,93.184.216.34,80,SF,Benign,
1537524451.751438,192.168.2.3,0.0,0.0,0.364352,93.184.216.34,80,SF,Benign,
1537524451.879929,192.168.2.3,43.0,111.0,0.013047,192.168.2.1,53,SF,Benign,
1537524451.916815,192.168.2.3,146.0,775.0,300.489266,52.216.165.251,80,SF,Benign,
1537524452.299606,192.168.2.3,48.0,48.0,0.190866,207.171.178.6,123,SF,Benign,
1537524452.304549,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537524457.324143,192.168.2.3,0.0,0.0,0.0,52.216.227.176,80,SH,Benign,
1537524462.314863,192.168.2.3,40.0,56.0,0.013023,192.168.2.1,53,SF,Benign,
1537524462.33025,192.168.2.3,157.0,371.0,0.227328,52.94.241.86,80,SF,Benign,
1537524462.78371,192.168.2.3,0.0,0.0,0.0,52.216.227.176,80,SH,Benign,
1537524473.684842,192.168.2.3,0.0,0.0,0.0,52.216.227.176,80,SH,Benign,
1537524495.484203,192.168.2.3,0.0,0.0,0.0,52.216.227.176,80,SH,Benign,
1537524539.164212,192.168.2.3,0.0,0.0,0.0,52.216.227.176,80,SH,Benign,
1537524566.604557,0.0.0.0,3000.0,0.0,60.85814,255.255.255.255,67,S0,Benign,
1537524688.198396,192.168.2.1,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537524688.198472,169.254.15.115,0.0,0.0,0.0,224.0.0.251,5353,S0,Benign,
1537524688.198484,fe80::80e6:50ff:fe12:1464,0.0,0.0,0.0,ff02::fb,5353,S0,Benign,
1537524695.493239,0.0.0.0,3000.0,0.0,60.042529,255.255.255.255,67,S0,Benign,
1537524743.915017,192.168.2.3,46.0,62.0,0.013883,192.168.2.1,53,SF,Benign,
1537524743.944141,192.168.2.3,12910.0,4865.0,48.042781,52.46.128.105,443,RSTR,Benign,
1537524751.979239,192.168.2.3,560.0,560.0,0.016492,192.168.2.1,0,OTH,Benign,
1537524752.002508,192.168.2.3,0.0,0.0,0.239358,93.184.216.34,80,SF,Benign,
1537524752.121608,192.168.2.3,0.0,0.0,0.24465,93.184.216.34,80,SF,Benign,
1537524752.24468,192.168.2.3,0.0,0.0,0.287392,93.184.216.34,80,SF,Benign,
1537524752.406088,192.168.2.3,43.0,111.0,0.017694,192.168.2.1,53,SF,Benign,
1537524752.426528,192.168.2.3,146.0,775.0,300.479358,52.216.160.251,80,SF,Benign,
1537524752.714232,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537524752.729403,192.168.2.3,48.0,48.0,0.190785,207.171.178.6,123,SF,Benign,
1537524761.904357,192.168.2.3,0.0,0.0,0.0,52.216.165.251,80,SH,Benign,
1537524762.720878,192.168.2.3,40.0,56.0,0.011085,192.168.2.1,53,SF,Benign,
1537524762.734781,192.168.2.3,135.0,238.0,0.228038,176.32.98.203,80,SF,Benign,
1537524771.524295,192.168.2.3,0.0,0.0,0.0,52.216.165.251,80,SH,Benign,
1537524790.764181,192.168.2.3,0.0,0.0,0.0,52.216.165.251,80,SH,Benign,
1537524823.578997,0.0.0.0,3000.0,0.0,59.470598,255.255.255.255,67,S0,Benign,
1537524829.244482,192.168.2.3,0.0,0.0,0.0,52.216.165.251,80,SH,Benign,
1537524842.05503,192.168.2.3,259.0,110.0,0.125938,205.251.243.55,443,OTH,Benign,
1537524951.553243,0.0.0.0,3000.0,0.0,60.077532,255.255.255.255,67,S0,Benign,
1537525021.517501,192.168.2.1,804.0,0.0,7.009107,224.0.0.251,5353,S0,Benign,
1537525021.517579,fe80::80e6:50ff:fe12:1464,804.0,0.0,7.009115,ff02::fb,5353,S0,Benign,
1537525021.517713,169.254.15.115,804.0,0.0,7.008969,224.0.0.251,5353,S0,Benign,
1537525052.468903,192.168.2.3,560.0,560.0,0.014787,192.168.2.1,0,OTH,Benign,
1537525052.486908,192.168.2.3,0.0,0.0,0.245414,93.184.216.34,80,SF,Benign,
1537525052.637647,192.168.2.3,0.0,0.0,0.254768,93.184.216.34,80,SF,Benign,
1537525052.777803,192.168.2.3,0.0,0.0,0.241876,93.184.216.34,80,SF,Benign,
1537525052.905878,192.168.2.3,43.0,111.0,0.032497,192.168.2.1,53,SF,Benign,
1537525052.941654,192.168.2.3,146.0,775.0,300.505646,52.216.128.75,80,SF,Benign,
1537525053.209972,192.168.2.3,36.0,68.0,0.012627,192.168.2.1,53,SF,Benign,
1537525053.245647,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537525053.247396,192.168.2.3,48.0,48.0,0.194712,207.171.178.6,123,SF,Benign,
1537525058.514743,192.168.2.3,0.0,0.0,0.0,52.216.160.251,80,SH,Benign,
1537525063.275811,192.168.2.3,40.0,56.0,0.013781,192.168.2.1,53,SF,Benign,
1537525063.292047,192.168.2.3,135.0,238.0,0.26011,72.21.214.79,80,SF,Benign,
1537525064.124396,192.168.2.3,0.0,0.0,0.0,52.216.160.251,80,SH,Benign,
1537525075.364294,192.168.2.3,0.0,0.0,0.0,52.216.160.251,80,SH,Benign,
1537525080.137035,0.0.0.0,3000.0,0.0,58.590312,255.255.255.255,67,S0,Benign,
1537525097.804413,192.168.2.3,0.0,0.0,0.0,52.216.160.251,80,SH,Benign,
1537525142.684473,192.168.2.3,0.0,0.0,0.0,52.216.160.251,80,SH,Benign,
1537525206.891047,0.0.0.0,3000.0,0.0,60.31489,255.255.255.255,67,S0,Benign,
1537525244.057448,192.168.2.3,46.0,62.0,0.01328,192.168.2.1,53,SF,Benign,
1537525244.074864,192.168.2.3,3669.0,4865.0,8.759049,52.94.232.206,443,S3,Benign,
1537525335.943512,0.0.0.0,3000.0,0.0,59.430869,255.255.255.255,67,S0,Benign,
1537525353.025166,192.168.2.3,560.0,560.0,0.016615,192.168.2.1,0,OTH,Benign,
1537525353.071737,192.168.2.3,0.0,0.0,0.241322,93.184.216.34,80,SF,Benign,
1537525353.193519,192.168.2.3,0.0,0.0,0.241889,93.184.216.34,80,SF,Benign,
1537525353.317148,192.168.2.3,0.0,0.0,0.243299,93.184.216.34,80,SF,Benign,
1537525353.447763,192.168.2.3,43.0,111.0,0.012586,192.168.2.1,53,SF,Benign,
1537525353.481512,192.168.2.3,146.0,775.0,300.493854,52.216.133.59,80,SF,Benign,
1537525353.738987,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537525353.755598,192.168.2.3,48.0,48.0,0.194881,207.171.178.6,123,SF,Benign,
1537525359.37448,192.168.2.3,0.0,0.0,0.0,52.216.128.75,80,SH,Benign,
1537525363.74128,192.168.2.3,40.0,56.0,0.014411,192.168.2.1,53,SF,Benign,
1537525363.757905,192.168.2.3,135.0,238.0,0.250264,72.21.214.79,80,SF,Benign,
1537525365.304452,192.168.2.3,0.0,0.0,0.0,52.216.128.75,80,SH,Benign,
1537525377.166083,192.168.2.3,0.0,0.0,0.0,52.216.128.75,80,SH,Benign,
1537525400.924637,192.168.2.3,0.0,0.0,0.0,52.216.128.75,80,SH,Benign,
1537525448.445121,192.168.2.3,0.0,0.0,0.0,52.216.128.75,80,SH,Benign,
1537525464.205759,0.0.0.0,3000.0,0.0,60.232436,255.255.255.255,67,S0,Benign,
1537525593.084667,0.0.0.0,3000.0,0.0,58.276186,255.255.255.255,67,S0,Benign,
1537525643.922722,192.168.2.3,53.0,0.0,0.11292,52.94.232.206,443,RSTR,Benign,
1537525643.92273,192.168.2.3,46.0,62.0,0.013093,192.168.2.1,53,SF,Benign,
1537525643.942646,192.168.2.3,10217.0,4865.0,8.800505,54.239.31.37,443,S3,Benign,
1537525653.537914,192.168.2.3,560.0,560.0,0.021156,192.168.2.1,0,OTH,Benign,
1537525653.563958,192.168.2.3,0.0,0.0,0.239277,93.184.216.34,80,SF,Benign,
1537525653.687436,192.168.2.3,0.0,0.0,0.24257,93.184.216.34,80,SF,Benign,
1537525653.808495,192.168.2.3,0.0,0.0,0.246877,93.184.216.34,80,SF,Benign,
1537525653.951503,192.168.2.3,43.0,111.0,0.011667,192.168.2.1,53,SF,Benign,
1537525653.971963,192.168.2.3,146.0,775.0,300.50297,52.216.161.3,80,SF,Benign,
1537525654.220309,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537525654.230579,192.168.2.3,0.0,0.0,0.0,207.171.178.6,123,S0,Benign,
1537525659.423236,192.168.2.3,0.0,0.0,0.0,52.216.133.59,80,SH,Benign,
1537525664.21827,192.168.2.3,40.0,56.0,0.009575,192.168.2.1,53,SF,Benign,
1537525664.232035,192.168.2.3,135.0,238.0,0.238896,72.21.214.79,80,SF,Benign,
1537525664.233099,192.168.2.3,157.0,371.0,0.240237,72.21.214.79,80,SF,Benign,
1537525664.883564,192.168.2.3,0.0,0.0,0.0,52.216.133.59,80,SH,Benign,
1537525675.803112,192.168.2.3,0.0,0.0,0.0,52.216.133.59,80,SH,Benign,
1537525697.643748,192.168.2.3,0.0,0.0,0.0,52.216.133.59,80,SH,Benign,
1537525719.813195,0.0.0.0,3000.0,0.0,61.13533,255.255.255.255,67,S0,Benign,
1537525741.243139,192.168.2.3,0.0,0.0,0.0,52.216.133.59,80,SH,Benign,
1537525819.478343,192.168.2.1,639.0,0.0,0.101131,224.0.0.251,5353,S0,Benign,
1537525819.478346,fe80::80e6:50ff:fe12:1464,639.0,0.0,0.101212,ff02::fb,5353,S0,Benign,
1537525819.478473,169.254.15.115,792.0,0.0,0.101074,224.0.0.251,5353,S0,Benign,
1537525849.608531,0.0.0.0,3000.0,0.0,58.869465,255.255.255.255,67,S0,Benign,
1537525864.266408,192.168.2.3,241.0,92.0,0.121012,54.239.27.11,443,OTH,Benign,
1537525918.48922,192.168.2.1,804.0,0.0,7.005609,224.0.0.251,5353,S0,Benign,
1537525918.489296,169.254.15.115,804.0,0.0,7.005607,224.0.0.251,5353,S0,Benign,
1537525918.489308,fe80::80e6:50ff:fe12:1464,804.0,0.0,7.005606,ff02::fb,5353,S0,Benign,
1537525954.027101,192.168.2.3,560.0,560.0,0.015672,192.168.2.1,0,OTH,Benign,
1537525954.055989,192.168.2.3,0.0,0.0,0.260344,93.184.216.34,80,SF,Benign,
1537525954.222251,192.168.2.3,0.0,0.0,0.241357,93.184.216.34,80,SF,Benign,
1537525954.345298,192.168.2.3,0.0,0.0,0.246033,93.184.216.34,80,SF,Benign,
1537525954.475462,192.168.2.3,43.0,111.0,0.021153,192.168.2.1,53,SF,Benign,
1537525954.504121,192.168.2.3,146.0,775.0,300.450301,52.216.86.83,80,SF,Benign,
1537525954.765339,192.168.2.3,36.0,68.0,0.010439,192.168.2.1,53,SF,Benign,
1537525954.800486,192.168.2.3,48.0,48.0,0.191154,207.171.178.6,123,SF,Benign,
1537525954.809947,192.168.2.3,48.0,48.0,0.191421,207.171.178.6,123,SF,Benign,
1537525960.083426,192.168.2.3,0.0,0.0,0.0,52.216.161.3,80,SH,Benign,
1537525965.703036,192.168.2.3,0.0,0.0,0.0,52.216.161.3,80,SH,Benign,
1537525976.924073,192.168.2.3,0.0,0.0,0.0,52.216.161.3,80,SH,Benign,
1537525977.404521,0.0.0.0,3000.0,0.0,58.543924,255.255.255.255,67,S0,Benign,
1537525999.4044,192.168.2.3,0.0,0.0,0.0,52.216.161.3,80,SH,Benign,
1537526043.928383,192.168.2.3,53.0,0.0,0.113245,54.239.31.37,443,RSTR,Benign,
1537526043.92839,192.168.2.3,46.0,62.0,0.016309,192.168.2.1,53,SF,Benign,
1537526043.968131,192.168.2.3,27361.0,4865.0,51.453795,52.94.229.76,443,RSTR,Benign,
1537526044.283214,192.168.2.3,0.0,0.0,0.0,52.216.161.3,80,SH,Benign,
1537526104.528272,0.0.0.0,3000.0,0.0,60.35742,255.255.255.255,67,S0,Benign,
1537526222.254528,192.168.2.3,259.0,110.0,0.119112,205.251.243.55,443,OTH,Benign,
1537526233.823594,0.0.0.0,3000.0,0.0,60.330057,255.255.255.255,67,S0,Benign,
1537526254.567361,192.168.2.3,560.0,560.0,0.015593,192.168.2.1,0,OTH,Benign,
1537526254.58615,192.168.2.3,0.0,0.0,0.241427,93.184.216.34,80,SF,Benign,
1537526254.705897,192.168.2.3,0.0,0.0,0.23896,93.184.216.34,80,SF,Benign,
1537526254.827556,192.168.2.3,0.0,0.0,0.239545,93.184.216.34,80,SF,Benign,
1537526254.953362,192.168.2.3,43.0,111.0,0.012289,192.168.2.1,53,SF,Benign,
1537526254.984173,192.168.2.3,146.0,775.0,300.490965,52.216.232.195,80,SF,Benign,
1537526255.291295,192.168.2.3,48.0,48.0,0.19371,207.171.178.6,123,SF,Benign,
1537526255.294307,192.168.2.3,48.0,48.0,0.192879,207.171.178.6,123,SF,Benign,
1537526260.565308,192.168.2.3,0.0,0.0,0.0,52.216.86.83,80,SH,Benign,
1537526266.183651,192.168.2.3,0.0,0.0,0.0,52.216.86.83,80,SH,Benign,
1537526277.403546,192.168.2.3,0.0,0.0,0.0,52.216.86.83,80,SH,Benign,
1537526299.883484,192.168.2.3,0.0,0.0,0.0,52.216.86.83,80,SH,Benign,
1537526343.963756,192.168.2.3,46.0,62.0,0.011512,192.168.2.1,53,SF,Benign,
1537526343.985822,192.168.2.3,3669.0,4865.0,8.727236,54.239.18.122,443,S3,Benign,
1537526344.763157,192.168.2.3,0.0,0.0,0.0,52.216.86.83,80,SH,Benign,
1537526362.915211,0.0.0.0,3000.0,0.0,60.218339,255.255.255.255,67,S0,Benign,
1537526423.04627,192.168.2.3,46.0,110.0,0.061655,192.168.2.1,53,SF,Benign,
1537526423.111953,192.168.2.3,717.0,5321.0,0.185994,13.32.118.138,443,RSTR,Benign,
1537526423.346062,192.168.2.3,707.0,3688773.0,300.961256,13.32.118.138,443,RSTR,Benign,
1537526491.837957,0.0.0.0,3000.0,0.0,58.942291,255.255.255.255,67,S0,Benign,
1537526555.048675,192.168.2.3,560.0,560.0,0.016489,192.168.2.1,0,OTH,Benign,
